artist,songs,popularity,link,genre
The Mamas And The Papas,63,0,/mamas-papas/,Pop
The Ronettes,14,0.2,/the-ronettes/,Pop
The Saturdays,91,0.2,/the-saturdays/,Pop
The Shangri-las,14,0,/the-shangri-las/,Pop
Tiago Beirigo,1,0,/tiago-beirigo/,Pop
Tiago Iorc,62,13.3,/tiago-iorc/,Pop
Tina Turner,147,3.2,/tina-turner/,Pop
Ton Carfi,80,4.3,/ton-carfi/,Pop
Tounoir,2,0,/tounoir/,Pop
Tracy Chapman,97,4.1,/tracy-chapman/,Pop
Trio Bravana,19,0.1,/trio-bravana/,Sertanejo
Trio Vocal 123,4,0,/trio-vocal-123/,Pop
Tua Palavra,16,0,/tua-palavra/,Pop
US5,42,0.1,/us5/,Pop
V Factory,11,0,/v-factory/,Pop
Veufo,2,0,/veufo/,Pop
Victor Brum,1,0,/victor-brum/,Pop
Victor Torres,8,0,/victor-torres/,Pop
Victoria Beckham,38,0,/victoria-beckham/,Pop
Victoria Pfeifer,1,0,/victoria-pfeifer/,Pop
VinÃ_cius Pimentel,3,0,/vinicius-pimentel/,Pop
Vinny,110,0.2,/vinny/,Pop
Westlife,220,3.9,/westlife/,Pop
WILL B,1,0,/will-b/,Pop
Wilson Simoninha,50,0.1,/wilson-simoninha/,Pop
Wonder Girls,75,0,/wonder-girls/,Pop
WoodMind,4,0,/woodmind/,Pop
Zabot,4,0.1,/zabot/,Pop
Zendaya,48,0.6,/zendaya/,Pop
Abel & Caim,213,0,/abel-caim/,Sertanejo
AD SANTOS OFICIAL,0,0,/ad-santos-oficial/,Sertanejo
Adalberto & Adriano,124,0,/adalberto-adriano/,Sertanejo
Ademir Dias,7,0,/ademir-dias/,Sertanejo
Adriano Mancini,20,0,/adriano-mancini/,Sertanejo
Adson e Alana,63,0.1,/adson-e-alana/,Sertanejo
Alan & Aladim,136,0,/alan-aladim/,Sertanejo
Alan e Alex,45,0.1,/alan-e-alex/,Sertanejo
Alan e Alisson,12,0,/alan-e-alisson/,Sertanejo
Alecir & Alessandro,49,0,/alecir-alessandro/,Sertanejo
Alex & Ryan,8,0,/alex-ryan/,Sertanejo
Alex e Alessandro,26,0,/alex-e-alessandro/,Sertanejo
Alex e Willian,16,0,/alex-e-willian/,Sertanejo
Alex e Yvan,42,0,/alex-e-yvan/,Sertanejo
Alex Pereira,5,0,/alex-pereira/,Sertanejo
Alex Ventura,2,0,/alex-ventura/,Sertanejo
Alisson & Ryan,18,0,/alisson-ryan/,Sertanejo
Allan e Thiago,15,0.1,/allan-e-thiago/,Sertanejo
Allan Matheus,2,0,/allan-matheus/,Sertanejo
Almir Sater,131,4.3,/almir-sater/,Sertanejo
Althair & Alexandre,290,0,/althair-alexandre/,Sertanejo
Amilka Ribeiro,4,0,/amilka-ribeiro/,Sertanejo
Ana Paula e Clarissa,1,0,/ana-paula-e-clarissa/,Sertanejo
Anderson e Alyson,17,0,/anderson-e-alyson/,Sertanejo
AndrÃ© e Adriano,96,0.1,/andre-e-adriano/,Sertanejo
AndrÃ© e Cauan,7,0,/andre-e-cauan/,Sertanejo
AndrÃ© Luis e Mateus,1,0,/andre-luis-e-mateus/,Sertanejo
AndrÃ© Vinicius,5,0,/andre-vinicius-11/,Sertanejo
Andressa e Raiza,4,0,/andressa-e-raiza/,Sertanejo
Angelo Oliveira,3,0,/angelo-oliveira/,Sertanejo
Anthony & Rafhael,13,0,/anthony-rafhael/,Sertanejo
Antonny e Leo,1,0,/antonny-e-leo/,Sertanejo
Antony e Gabriel,41,0.7,/antony-e-gabriel/,Sertanejo
Apolo E Felipe,5,0,/apolo-e-felipe/,Sertanejo
Arthur Danni,9,0,/arthur-danni/,Sertanejo
Arthur e Thomaz,12,0,/arthur-e-thomaz/,Sertanejo
As Pequeninas,6,0,/as-pequeninas/,Sertanejo
Banda Chama no PV.2017,1,0,/banda-chama-no-pv-2017/,Sertanejo
Banda Duplla Face,0,0,/banda-duplla-face/,Sertanejo
Banda ForroxÃ©,34,0,/banda-forroxe/,Sertanejo
Banda San Marino,115,0.5,/banda-san-marino/,Sertanejo
Banda Xeiuz de MalÃ_cia,16,0,/banda-xeiuz-de-malicia/,Sertanejo
BarÃ£o e MauÃ¡,7,0.1,/barao-e-maua/,Sertanejo
Barrerito,112,0.5,/barrerito/,Sertanejo
Bento & Mariano,28,0,/bento-mariano/,Sertanejo
Bernardo & Rafael,2,0,/bernardo-rafael/,Sertanejo
Bersan,2,0,/bersan/,Sertanejo
Beto & Deluka,14,0,/betodeluka/,Sertanejo
Beto e Julio,16,0,/beto-e-julio/,Sertanejo
Bia Bandeira,1,0,/bia-bandeira/,Sertanejo
Bonni e Belluco,14,0,/bonni-e-belluco/,Sertanejo
Braz Aparecido,9,0,/braz-aparecido/,Sertanejo
Brenno Reis & Marco Viola,108,0,/brenno-reis-marco-viola/,Sertanejo
Breno e Caio Cesar,79,0.7,/breno-e-caio-cesar/,Sertanejo
Bruna GonÃ§alves,3,0,/bruna-goncalves/,Sertanejo
Bruna Pinheiro,31,0,/bruna-pinheiro/,Sertanejo
Bruninho e Davi,80,1.4,/bruninho-e-davi/,Sertanejo
Bruno e Barretto,63,2.1,/bruno-e-barretto/,Sertanejo
Bruno e Dione,7,0,/bruno-e-dione/,Sertanejo
Bruno e Robson,1,0,/bruno-e-robson/,Sertanejo
Bruno Holanda,4,0,/bruno-holanda/,Sertanejo
Cacio e Marcos,36,0.1,/cacio-e-marcos/,Sertanejo
Caco de Castro,1,0,/caco-de-castro/,Sertanejo
CaÃ§ula & Marinheiro,154,0,/cacula-marinheiro/,Sertanejo
Caio & Gabriel,31,0,/caio-gabriel/,Sertanejo
Caio Cesar e Renan,1,0,/caio-cesar-e-renan/,Sertanejo
Caio e TerraÃ§Ã£o,1,0,/caio-e-terracao/,Sertanejo
Cantora Rosmarina,14,0,/cantora-rosmarina/,Sertanejo
Carlito e BaduÃ_,34,0,/carlito-e-badui/,Sertanejo
Carlos Cezar e Cristiano,80,0.1,/carlos-cezar-e-cristiano/,Sertanejo
Carlos e Jader,89,0.3,/carlos-e-jader/,Sertanejo
Carlos Magno Borges,60,0,/carlos-magno-borges/,Sertanejo
Carlos Pitty e Alessander,16,0,/carlos-pitty-e-alessander/,Sertanejo
Caroliny Ferreira,1,0,/caroliny-ferreira/,Sertanejo
CÃ©sar e Alessandro,44,0,/cesar-e-alessandro/,Sertanejo
CÃ©sar Menotti e Fabiano,239,3,/cesar-menotti-fabiano/,Sertanejo
Cezar & Paulinho,310,2,/cezar-paulinho/,Sertanejo
Chandy e Adrianno,3,0,/chandy-e-adrianno/,Sertanejo
Charles e Augusto,11,0,/charles-e-augusto/,Sertanejo
Chico Rey e ParanÃ¡,232,2.2,/chico-rey-e-parana/,Sertanejo
Chiquito e Bordoneio,76,0.3,/chiquito-e-bordoneio/,Sertanejo
Christian e Cristiano,46,0.4,/christian-e-cristiano/,Sertanejo
Chrystian e Ralf,199,4,/christian-ralf/,Sertanejo
Clayton e RomÃ¡rio,49,0.1,/clayton-e-romario/,Sertanejo
Cleber e Cauan,73,2.2,/cleber-e-cauan/,Sertanejo
Cleiton Basttos e Diego,1,0,/cleiton-basttos-e-diego/,Sertanejo
Cleiton e Camargo,117,1.2,/cleiton-e-camargo/,Sertanejo
Compositor Raiff,3,0,/compositor-raiff/,Sertanejo
Corpo & Alma,92,0,/corpo-e-alma/,Sertanejo
Cris Fagundes,23,0,/cris-fagundes/,Sertanejo
Crispim,1,0,/crispim/,Sertanejo
Cristiano e Ronaldo,2,0,/cristiano-e-ronaldo/,Sertanejo
D'Lucca e Gabriel,12,0,/dlucca-e-gabriel/,Sertanejo
Daia Dutra,1,0,/daia-dutra/,Sertanejo
Dalvan,144,0.1,/dalvan/,Sertanejo
Daniel,287,8.3,/daniel/,Sertanejo
Daniel e Samuel,247,3.2,/daniel-e-samuel/,Sertanejo
Daniel Matheus,6,0,/daniel-matheus/,Sertanejo
Daniela e Giuliano,1,0,/daniela-e-giuliano/,Sertanejo
Danilo Mendes,12,0,/danilo-mendes/,Sertanejo
Dany & Denys,13,0,/dany-denys/,Sertanejo
Dany e Rafa,30,0,/dany-e-rafa/,Sertanejo
Davi e Fernando,45,0.1,/davi-e-fernando/,Sertanejo
Davi Firma,6,0.1,/davi-firma/,Sertanejo
Dechris,8,0,/dechris/,Sertanejo
Del Monteiro,1,0,/del-monteiro/,Sertanejo
Delley & Dorivan,32,0,/delley-dorivan/,Sertanejo
Delucca e Matheus,13,0,/delucca-e-mateus/,Sertanejo
Denis & Dennyel,3,0,/denis-dennyel/,Sertanejo
Denis e Denilson,12,0,/denis-e-denilson/,Sertanejo
Dhonatan Coelho,1,0,/dhonatan-coelho/,Sertanejo
Di Paullo e Paulino,151,3.1,/di-paullo-e-paulino/,Sertanejo
Diego Alexandre,1,0,/diego-alexandre/,Sertanejo
Diego e Gabriel,30,0.1,/diego-e-gabriel/,Sertanejo
Diego Mariano,4,0,/diego-mariano/,Sertanejo
Dino Franco e MouraÃ_,155,0,/dino-franco-mourai/,Sertanejo
Diou Carlos,7,0,/diou-carlos/,Sertanejo
Don e Juan,33,0.1,/don-e-juan/,Sertanejo
Douglas e Diego,6,0,/douglas-e-diego/,Sertanejo
Dudu Di ValenÃ§a & Rodrigo,48,0,/dudu-di-valenca-e-rodrigo/,Sertanejo
Duduca e Dalvan,162,0.6,/duduca-e-dalvan/,Sertanejo
Duo Ciriema,36,0,/duo-ciriema/,Sertanejo
Ã‰bert Borsato,1,0,/ebert-borsato/,Sertanejo
Eder & Cristiano,10,0,/eder-cristiano/,Sertanejo
Edmilson e Edvando,10,0,/edmilson-e-edvando/,Sertanejo
Edson Cadorini,17,0.1,/edson-cadorini/,Sertanejo
Edson e Ã‰rick,5,0,/cledson-e-erick/,Sertanejo
Edson e Vinicius,23,0.1,/edson-e-vinicius/,Sertanejo
Edu & Alexandre,6,0,/edu-alexandre/,Sertanejo
Edu e Maraial,123,0.1,/edu-e-maraial/,Sertanejo
Edu e Renan,32,0,/edu-e-renan/,Sertanejo
Eduardo Costa,267,7.9,/eduardo-costa/,Sertanejo
Edy & Edson,4,0,/edy-edson/,Sertanejo
Eliety,10,0,/eliety/,Sertanejo
Ellens,28,0.1,/ellens/,Sertanejo
Emerson Gasp,3,0,/emerson-gasp/,Sertanejo
Emilio & Eduardo,106,0,/emilio-eduardo/,Sertanejo
Eric & Deilon,7,0,/eric-deilon/,Sertanejo
Eric Dias,1,0,/eric-dias/,Sertanejo
Eric e Matheus,41,0,/eric-e-matheus/,Sertanejo
Erick e LÃ©o,39,0,/erick-e-leo/,Sertanejo
Euripinho Sollo,18,0,/euripinho-sollo/,Sertanejo
Evandro e Agnaldo,38,0,/evandro-e-agnaldo/,Sertanejo
Everton Paiva,6,0,/everton-paiva/,Sertanejo
Fabinho e Rodolfo,33,0.1,/fabinho-e-rodolfo/,Sertanejo
FÃ¡bio Dunk,2,0,/fabio-dunk/,Sertanejo
Fabio e Aguilar,3,0,/fabio-e-aguilar/,Sertanejo
Fabio Mahan,13,0,/fabio-mahan/,Sertanejo
Fabio Satim & Luciana,20,0,/fabio-satim-e-luciana/,Sertanejo
Felipe & FalcÃ£o,173,0,/felipe-e-falcao/,Sertanejo
Felipe AraÃºjo,52,9.7,/felipe-araujo/,Sertanejo
Felipe Correa,2,0,/felipe-correa/,Sertanejo
Fernando Cunha,1,0,/fernando-cunha/,Sertanejo
Fernando e Lucca,5,0,/fernando-e-lucca/,Sertanejo
Fernando e Sorocaba,200,5.4,/fernando-e-sorocaba/,Sertanejo
Fernando Lage,1,0,/fernando-lage/,Sertanejo
Filipe Labre,17,0.1,/filipe-labre/,Sertanejo
FlÃ¡vio E FÃ¡bio Henrique,2,0,/flavio-e-fabio-henrique/,Sertanejo
Fran Makario,1,0,/fran-makario/,Sertanejo
Fred Gold,16,0,/fred-gold/,Sertanejo
Gabi Lima,2,0,/gabi-lima/,Sertanejo
Gabriel Diniz,198,5.9,/gabriel-diniz/,Sertanejo
Gabriel Gava,85,0.5,/gabriel-gava/,Sertanejo
Gabriel Mendes,7,0,/gabriel-mendes/,Sertanejo
Gabriel Valim,68,0,/gabriel/,Sertanejo
Gabriella Caetano,2,0,/gabriella-caetano/,Sertanejo
Gean e Roger,9,0,/gean-e-roger/,Sertanejo
George Henrique e Rodrigo,70,1.8,/george-henrique-e-rodrigo/,Sertanejo
Geovany Reis e FabrÃ_cio,20,0,/geovany-reis-e-fabricio/,Sertanejo
Gian & Giovani,262,4,/gian-e-giovani/,Sertanejo
Giancarlo e Raphael,5,0,/giancarlo-e-raphael/,Sertanejo
Gilberto e Gilmar,235,1.3,/gilberto-e-gilmar/,Sertanejo
Gino & Geno,268,2,/gino-e-geno/,Sertanejo
Goiano & Paranaense,87,0,/goiano-paranaense/,Sertanejo
Grupo FoclÃ_rico Veteranos Do Rosario,5,0,/grupo-foclorico-veteranos-do-rosario/,Sertanejo
Grupo TradiÃ§Ã£o,185,1.4,/grupo-tradicao/,Sertanejo
Gui Amaral,26,0.2,/gui-amaral/,Sertanejo
Gui BrandÃ£o,1,0,/gui-brandao/,Sertanejo
Guilherme & Gustavo,31,0,/guilherme-e-gustavo/,Sertanejo
Guilherme e Santiago,237,3,/guilherme-e-santiago/,Sertanejo
Gustavo Henrique,4,0,/gustavo-henrique/,Sertanejo
Gustavo Toledo e Gabriel,4,0.1,/gustavo-toledo-e-gabriel/,Sertanejo
Gusthavo Romera,2,0,/gusthavo-romera/,Sertanejo
Gusttavo Lima,266,31.1,/gusttavo-lima/,Sertanejo
Hector e Higor,14,0,/hector-e-higor/,Sertanejo
Helena Reis,17,0,/helena-reis/,Sertanejo
Helton Lima,22,0,/helton-lima/,Sertanejo
Henrique e Diego,98,3.3,/henrique-e-diego/,Sertanejo
Henrique e Juliano,187,27.9,/henrique-e-juliano/,Sertanejo
Henrique Marx,60,0,/henrique-marx/,Sertanejo
Herculano,1,0,/herculano/,Sertanejo
Heytor Vianna,0,0,/heytor-vianna/,Sertanejo
Hugo e Gabriel,18,0.2,/hugo-e-gabriel/,Sertanejo
Hugo e Tiago,106,0.4,/hugo-e-tiago/,Sertanejo
Hugo Pena,21,0.1,/hugo-pena/,Sertanejo
Iago Bitencourt,0,0,/iago-bitencourt/,Sertanejo
Igor Galdino,3,0.1,/igor-galdino/,Sertanejo
IrmÃ£s Freitas,174,0.1,/irmas-freitas/,Sertanejo
IsadÃ_ra Carla,0,0,/isadora-carla/,Sertanejo
Israel & Rodolffo,148,4,/israel-rodolffo/,Sertanejo
Israel Novaes,98,1.2,/israel-novaes/,Sertanejo
Iury Flores,7,0,/iury-flores/,Sertanejo
Ivan Costta,14,0,/ivan-costta/,Sertanejo
J.A.Thomas,17,0,/j-a-thomas/,Sertanejo
Jack Portella,1,0,/jack-portella/,Sertanejo
JacÃ_ e Jacozinho,239,0.4,/jaco-e-jacozinho/,Sertanejo
Jads & Jadson,146,3,/jads-jadson/,Sertanejo
Janaynna,77,0,/janaynna-targino/,Sertanejo
Janderson e Anderson,32,0,/janderson-anderson/,Sertanejo
Jannaina Barbosa,5,0,/jannaina-barbosa/,Sertanejo
Jaqueline e Luciana,2,0,/jaqueline-e-luciana/,Sertanejo
Jayne,123,0.5,/jayne/,Sertanejo
JB e Rafael,2,0,/jb-e-rafael/,Sertanejo
Jean Lucas e Juliano,1,0,/jean-lucas-e-juliano/,Sertanejo
Jean Montes,7,0,/jean-montes/,Sertanejo
Jeann & Julio,91,0,/jeann-julio/,Sertanejo
Jessica e Adriano,2,0,/jessica-e-adriano/,Sertanejo
JÃ©ssica e Jennifer,6,0,/jessica-e-jennifer/,Sertanejo
JÃ©ssica Lima (Sertanejo),3,0,/jessica-lima-sertanejo/,Sertanejo
Jhenyfer LIRA,3,0,/jhenyfer-lira/,Sertanejo
Jhonathan e Thiago,2,0,/jhonathan-e-thiago/,Sertanejo
Jill Reis,1,0,/jill-reis/,Sertanejo
JoÃ£o Bosco e VinÃ_cius,174,4.7,/joao-bosco-e-vinicius/,Sertanejo
JoÃ£o Carreiro & Capataz,147,2,/joao-carreiro-capataz/,Sertanejo
JoÃ£o Fernando E Gabriel,24,0,/joao-fernando-e-gabriel/,Sertanejo
JoÃ£o Guilherme e Raphael,1,0,/joao-guilherme-e-raphael/,Sertanejo
JoÃ£o Lucas e Marcelo,43,0.2,/joao-lucas-e-marcelo/,Sertanejo
JoÃ£o Lucas e Walter Filho,33,0,/joao-lucas-e-walter-filho/,Sertanejo
JoÃ£o Luiz e Luiz Paulo,4,0,/joao-luiz-e-luiz-paulo/,Sertanejo
JoÃ£o Marcio,15,0,/joao-marcio/,Sertanejo
JoÃ£o MÃ¡rcio e Fabiano,64,0.1,/joao-marcio-e-fabiano/,Sertanejo
JoÃ£o Marcos e Matheus,44,0.1,/joao-marcos-e-matheus/,Sertanejo
JoÃ£o Mineiro e Marciano,235,10.4,/joao-mineiro-e-marciano/,Sertanejo
JoÃ£o Paulo e Daniel,119,2,/joao-paulo-e-daniel/,Sertanejo
JoÃ£o Paulo e Eduardo,22,0,/joao-paulo-e-eduardo/,Sertanejo
JoÃ£o Pedro e Alessandro,11,0,/joao-pedro-e-alessandro/,Sertanejo
JoÃ£o Pedro e Cristiano,94,0.3,/joao-pedro-e-cristiano/,Sertanejo
JoÃ£o Ricardo e Manoel,200,0,/joao-ricardo-e-manoel/,Sertanejo
JoÃ£o Victor e Raphael,61,0,/joao-victor-e-raphael/,Sertanejo
JoÃ£o Victor e Raul,65,0,/joao-victor-e-raul/,Sertanejo
JoÃ£o Vitor & Edson,13,0,/joao-vitor-edson/,Sertanejo
Joelma Mota,11,0,/joelma-mota/,Sertanejo
Johnni e Pedrinho,4,0,/johnni-e-pedrinho/,Sertanejo
Jordana Santos,5,0,/jordana-santos/,Sertanejo
Jordani e Gabriel,1,0,/jordani-e-gabriel/,Sertanejo
Jorge PaixÃ£o de Macedo,1,0,/jorge-paixao-de-macedo/,Sertanejo
Jorge-Ribeiro,2,0,/jorge-ribeiro/,Sertanejo
JosÃ© ClÃ¡udio & Fernando,10,0,/jose-claudio-fernando/,Sertanejo
JosÃ© Silva,8,0,/jose-silva/,Sertanejo
Josy e Junior,10,0,/josy-e-junior/,Sertanejo
Joyce & Fabiano,8,0,/joyce-fabiano/,Sertanejo
Juliani e Bruno,14,0,/juliani-e-bruno/,Sertanejo
Julio CÃ©sar e Cassiano,6,0,/julio-cesar-e-cassiano/,Sertanejo
Julio CÃ©sar e Renan,1,0,/julio-cesar-e-renan/,Sertanejo
JÃºnior Allves,2,0,/junior-allves/,Sertanejo
Junior E Thyago,7,0,/junior-e-thyago/,Sertanejo
Junior MagalhÃ£es,13,0,/junior-magalhaes/,Sertanejo
junior sousa,1,0,/junior-sousa/,Sertanejo
Kadu e Edu,3,0,/kadu-e-edu/,Sertanejo
Kael Vilella,2,0,/kael-vilella/,Sertanejo
Kaian Muniz,5,0,/kaian-muniz/,Sertanejo
Kelps,1,0,/kelps/,Sertanejo
Kleber & JÃºnior,1,0,/kleber-junior/,Sertanejo
Kleo Dibah & Rafael,57,0,/kleo-dibah-rafael/,Sertanejo
Kristian e JoÃ£o Miguel,2,0,/kristian-e-joao-miguel/,Sertanejo
Ledo & Luan,18,0,/ledo-luan/,Sertanejo
Leidy e Maick,6,0,/leidy-e-maick/,Sertanejo
Lelles & Leonardo,43,0,/lelles-e-leonardo/,Sertanejo
Leo Arann,1,0,/leo-arann/,Sertanejo
Leo Bocalon,5,0,/leo-bocalon/,Sertanejo
LÃ©o Canhoto e Robertinho,259,0.8,/leo-canhoto-e-robertinho/,Sertanejo
Leo e Giba,59,0.1,/leo-e-giba/,Sertanejo
Leo e Luccas,14,0,/leo-e-luccas/,Sertanejo
LÃ©o Henrrike,1,0,/leo-henrrike/,Sertanejo
Leo Rodriguez,47,0,/leo-rodriguez/,Sertanejo
Lilian e Leila,6,0,/lilian-e-leila/,Sertanejo
Lippe & Lucas,13,0,/lippe-lucas/,Sertanejo
Liu & LÃ©u,228,0,/liu-leu/,Sertanejo
LourenÃ§o & Lourival,360,1,/lourenco-lourival/,Sertanejo
Luanna Cruz,1,0,/luanna-cruz/,Sertanejo
Lucas & Higor Lima,16,0,/lucas-higor-lima/,Sertanejo
Lucas Arcaro e Thiago,1,0,/lucas-arcaro-e-thiago/,Sertanejo
Lucas e Felipe,31,0.1,/lucas-e-felipe/,Sertanejo
Lucas e Gabriel,2,0,/lucas-e-gabriel/,Sertanejo
Lucas Lucco,118,5.4,/lucas-lucco/,Sertanejo
Lucas Vidotte,2,0,/lucas-vidotte/,Sertanejo
Luccas e Renato,6,0,/luccas-e-renato/,Sertanejo
Luiz Carlos e Santiago,62,0,/luiz-carlos-e-santiago/,Sertanejo
Luiz ClÃ¡udio & Giuliano,74,0,/luiz-claudio-giuliano/,Sertanejo
Luiz Diego e Gustavo,2,0,/luiz-diego-e-gustavo/,Sertanejo
Luiz Fellipe e Gabriel,0,0,/luiz-fellipe-e-gabriel/,Sertanejo
Luiz Fernando e Israel,31,0,/luiz-fernando-e-israel/,Sertanejo
Luiz Henrique & Fernando,43,0,/luiz-henrique-e-fernando/,Sertanejo
Luiz Paulo e Lunan,6,0,/luiz-paulo-e-lunan/,Sertanejo
Luizinho e Limeira,44,0,/luizinho-e-limeira/,Sertanejo
Luna & VitÃ_ria,1,0,/luna-vitoria/,Sertanejo
Maciel Machado,3,0,/maciel-machado/,Sertanejo
Maestro e Marechal,0,0,/maestro-e-marechal/,Sertanejo
Maicke e Matheos,13,0,/maicke-e-matheos/,Sertanejo
MaÃ_da e Marcelo,17,0,/maida-e-marcelo/,Sertanejo
Marcelinho de Lima & Camargo,68,0,/marcelinho-de-lima-e-camargo/,Sertanejo
Marcello e Maurino,12,0,/marcello-e-maurino/,Sertanejo
Marcelo Bragato,8,0,/marcelo-bragato/,Sertanejo
Marcelo e Matteo,10,0,/marcelo-e-matteo/,Sertanejo
Marcelo Girard,0,0,/marcelo-girard/,Sertanejo
Marcio Deluk,3,0,/marcio-deluk/,Sertanejo
Marcio Jhony,7,0,/marcio-jhony/,Sertanejo
MÃ¡rcio Luiz,4,0,/marcio-luiz/,Sertanejo
Marco AurÃ©lio e Paulo SÃ©rgio,31,0,/marco-aurelio-e-paulo-sergio/,Sertanejo
Marco Brasil,325,0.5,/marco-brasil/,Sertanejo
Marco e Rolfe,16,0,/marco-e-rolfe/,Sertanejo
Marco TÃºlio e Adriano,4,0,/marco-tulio-e-adriano/,Sertanejo
Marcos & Claudio,37,0,/marcos-claudio/,Sertanejo
Marcos & Matheus Jacobino,4,0,/marcos-matheus-jacobino/,Sertanejo
Marcos Duerat,1,0,/marcos-duerat/,Sertanejo
Marcos e Belutti,143,5.6,/marcos-e-belutti/,Sertanejo
Marcos e Fernando,141,0.7,/marcos-e-fernando/,Sertanejo
Marcos e LÃ©o,18,0,/marcos-e-leo/,Sertanejo
Marcos e Murilo,1,0,/marcos-e-murilo/,Sertanejo
Marcos MItta,0,0,/marcos-mitta/,Sertanejo
Marcos Paulo e Gabriel,3,0,/marcos-paulo-e-gabriel/,Sertanejo
Marcos Villa e Gabriel,19,0,/marcos-villa-e-gabriel/,Sertanejo
Maria Cecilia e Rodolfo,132,2.1,/maria-cecilia-e-rodolfo/,Sertanejo
Maria FumaÃ§a,17,0,/maria-fumaca/,Sertanejo
Maria Isabel Melette,2,0,/maria-isabel-melette/,Sertanejo
Mariana e Mateus,53,0.2,/mariana-e-mateus/,Sertanejo
MarÃ_lia Marques,22,0.1,/marilia-marques/,Sertanejo
MarÃ_lia MendonÃ§a,82,36.2,/marilia-mendonca/,Sertanejo
MarkÃ£o e XexÃ©u,8,0,/markao-e-xexeu/,Sertanejo
Marlon e Maicon,107,0.4,/marlon-e-maicon/,Sertanejo
Martin EustÃ¡quio,69,0,/martin-eustaquio/,Samba
Matheus e Gabriel,5,0,/matheus-e-gabriel/,Sertanejo
Matheus e Kauan,126,12.5,/matheus-e-kauan/,Sertanejo
Matheus e Ribeiro,0,0,/matheus-e-ribeiro/,Sertanejo
Matheus Guto,1,0,/matheus-guto/,Sertanejo
Matheus Minas e Leandro,15,0,/matheus-minas-e-leandro/,Sertanejo
Matogrosso e Mathias,275,4,/matogrosso-mathias/,Sertanejo
Mauricio e Eduardo,22,0,/mauricio-e-eduardo/,Sertanejo
May e Karen,13,0.1,/may-e-karen/,Sertanejo
Mayck e Lyan,47,0.3,/mayck-e-lyan/,Sertanejo
Maycon & Renato,46,0,/maycon-renato/,Sertanejo
Maycon Almeida,1,0,/maycon-almeida/,Sertanejo
Mayke Ferraz,22,0,/mayke-ferraz/,Sertanejo
Michel TelÃ_,101,2.5,/michel-telo/,Sertanejo
MilionÃ¡rio e JosÃ© Rico,346,14.9,/milionario-e-jose-rico/,Sertanejo
Misael Santos,1,0,/misael-santos/,Sertanejo
Mococa & ParaÃ_so,154,0,/mococa-paraiso/,Sertanejo
Mulherada Butequeira,1,0,/mulherada-butequeira/,Sertanejo
Munhoz e Mariano,115,1.2,/munhoz-e-mariano/,Sertanejo
Murilo e Mariah,4,0,/murilo-e-mariah/,Sertanejo
Musical San Francisco,82,0.4,/musical-san-francisco/,Sertanejo
Nando e Robson,1,0,/nando-e-robson/,Sertanejo
Nashville,69,0,/banda-nashville/,Sertanejo
Nayra Days,1,0,/nayra-days/,Sertanejo
Nelson e Davi,21,0,/nelson-e-davi/,Sertanejo
Nicholas Delinski,1,0,/nicholas-delinski/,Sertanejo
Oliver & LÃ©o,5,0,/oliver-leo/,Sertanejo
Os Filhos de GoiÃ¡s,45,0.1,/os-filhos-de-goias/,Sertanejo
Os Violeiros de Cristo,1,0,/os-violeiros-de-cristo/,Sertanejo
Otavio Augusto e Gabriel,98,0.2,/otavio-augusto-e-gabriel/,Sertanejo
Pablo Henrique,3,0,/pablo-henrique/,Sertanejo
Pablo Henrique e Alexandre,17,0,/pablo-henrique-e-alexandre/,Sertanejo
Padre Juarez de Castro,66,0.2,/padre-juarez-de-castro/,Sertanejo
Paiozinho e ZÃ© Tapera,27,0,/paiozinho-e-ze-tapera/,Sertanejo
Palmeira e BiÃ¡,46,0.1,/palmeira-e-bia/,Sertanejo
Paola Vegas,25,0,/paola-vegas/,Sertanejo
ParaÃ_so (novela),22,0,/paraiso-novela/,Sertanejo
Patricia e Adriana,45,0.1,/patricia-e-adriana/,Sertanejo
Paulinha GonÃ§alves,15,0,/paulinha-goncalves/,Sertanejo
Paulo Alan e Rafael,12,0,/paulo-alan-e-rafael/,Sertanejo
Paulo Henrique & David,9,0,/paulo-henrique-david/,Sertanejo
Paulo Victor e Gabriel,4,0,/paulo-victor-e-gabriel/,Sertanejo
Pedro Bento e ZÃ© da Estrada,274,0.9,/pedro-bento-e-ze-da-estrada/,Sertanejo
Pedro e Pedrinho,12,0,/pedro-e-pedrinho/,Sertanejo
Pedro e Thiago,73,0.2,/pedro-e-thiago/,Sertanejo
Pedro Henrique e Fernando,38,0.1,/pedro-henrique-e-fernando/,Sertanejo
Pedro Henrique e Renan,1,0,/pedro-henrique-e-renan/,Sertanejo
Pedro Paulo & Henrique,19,0,/pedro-paulo-henrique/,Sertanejo
Pedro Paulo e Matheus,57,0.1,/pedro-paulo-e-matheus/,Sertanejo
Pena Branca,6,0.1,/pena-branca/,Sertanejo
Pena Branca e Xavantinho,93,0.8,/pena-branca-e-xavantinho/,Sertanejo
Priscila Moreno,1,0,/priscila-moreno/,Sertanejo
Racyne e Rafael,72,0.3,/racyne-e-rafael/,Sertanejo
Rafa Melo e Zety,1,0,/rafa-melo-e-zety/,Sertanejo
Rafael Chagas,2,0,/rafael-chagas/,Sertanejo
Rafael Frare,3,0,/rafael-frare/,Sertanejo
Rafael Paiva,1,0,/rafael-paiva/,Sertanejo
